Rank,Player,Year,Age,Draft,Team,League,Games Played,Games Started,Years,Pro-Bowl Selections,First-Team All-Pro Selections,Approximate Value
58,Jeff Saturday,2010,35,,IND,NFL,16,16,1,1,0,12
59,Joe Thomas,2010,26,1-3,CLE,NFL,16,16,1,1,1,12
60,Michael Turner,2010,28,5-154,ATL,NFL,16,15,1,1,0,12
61,Kyle Williams,2010,27,5-134,BUF,NFL,16,16,1,1,0,12
62,Charles Woodson,2010,34,1-4,GNB,NFL,16,16,1,1,0,12
63,Nnamdi Asomugha,2010,29,1-31,OAK,NFL,14,14,1,1,1,11
64,Lance Briggs,2010,30,3-68,CHI,NFL,15,15,1,1,0,11
65,Chad Clifton,2010,34,2-44,GNB,NFL,16,16,1,1,0,11
66,Nick Collins,2010,27,2-51,GNB,NFL,16,16,1,1,0,11
67,BenJarvus Green-Ellis,2010,25,,NWE,NFL,16,11,1,0,0,11
68,Brent Grimes,2010,27,,ATL,NFL,16,16,1,1,0,11
69,DeAngelo Hall,2010,27,1-8,WAS,NFL,16,16,1,1,0,11
70,David Harris,2010,26,2-47,NYJ,NFL,16,16,1,0,0,11
71,E.J. Henderson,2010,30,2-40,MIN,NFL,16,16,1,1,0,11
72,DeSean Jackson,2010,24,2-49,PHI,NFL,14,14,1,1,0,11
73,Malcolm Jenkins,2010,23,1-14,NOR,NFL,15,15,1,0,0,11
74,Greg Jennings,2010,27,2-52,GNB,NFL,16,16,1,1,0,11
75,Dan Koppen,2010,31,5-164,NWE,NFL,16,16,1,0,0,11
76,Devin McCourty,2010,23,1-27,NWE,NFL,16,16,1,1,0,11
77,Kyle Orton,2010,28,4-106,DEN,NFL,13,13,1,0,0,11
78,Carson Palmer,2010,31,1-1,CIN,NFL,16,16,1,0,0,11
79,Donald Penn,2010,27,,TAM,NFL,16,16,1,1,0,11
80,Shaun Phillips,2010,29,4-98,SDG,NFL,16,16,1,1,0,11
81,Terrell Suggs,2010,28,1-10,BAL,NFL,16,16,1,1,0,11
82,Mike Thomas,2010,23,4-107,JAX,NFL,16,11,1,0,0,11
83,Lawrence Timmons,2010,24,1-15,PIT,NFL,16,15,1,0,0,11
84,Jonathan Vilma,2010,28,1-12,NOR,NFL,16,16,1,1,0,11
85,Mike Wallace,2010,24,3-84,PIT,NFL,16,16,1,0,0,11
86,DeMarcus Ware,2010,28,1-11,DAL,NFL,16,16,1,1,0,11
87,Eric Weddle,2010,25,2-37,SDG,NFL,16,16,1,0,0,11
88,Wes Welker,2010,29,,NWE,NFL,15,11,1,1,0,11
89,Vince Wilfork,2010,29,1-21,NWE,NFL,16,16,1,1,0,11
90,Tramon Williams,2010,27,,GNB,NFL,16,16,1,1,0,11
91,LaMarr Woodley,2010,26,2-46,PIT,NFL,16,16,1,0,0,11
92,Jared Allen,2010,28,4-126,MIN,NFL,16,16,1,0,0,10
93,Miles Austin,2010,26,,DAL,NFL,16,16,1,1,0,10
94,Jason Babin,2010,30,1-27,TEN,NFL,16,16,1,1,0,10
95,Jon Beason,2010,25,1-25,CAR,NFL,16,16,1,1,0,10
96,Eric Berry,2010,22,1-5,KAN,NFL,16,16,1,1,0,10
97,Ahmad Bradshaw,2010,24,7-250,NYG,NFL,16,11,1,0,0,10
98,Deion Branch,2010,31,2-65,2TM,NFL,15,12,1,0,0,10
99,Tyson Clabo,2010,29,,ATL,NFL,16,16,1,1,0,10
100,Jeromey Clary,2010,27,6-187,SDG,NFL,16,16,1,0,0,10
101,Darnell Dockett,2010,29,3-64,ARI,NFL,15,15,1,1,0,10
102,Shaun Ellis,2010,33,1-12,NYJ,NFL,15,15,1,0,0,10
103,James Farrior,2010,35,1-8,PIT,NFL,16,16,1,0,0,10
104,Michael Griffin,2010,25,1-19,TEN,NFL,16,16,1,1,0,10
105,Andre Gurode,2010,32,2-37,DAL,NFL,16,16,1,1,0,10
106,James Hall,2010,33,,STL,NFL,16,16,1,0,0,10
107,Nick Hardwick,2010,29,3-66,SDG,NFL,16,16,1,0,0,10
108,A.J. Hawk,2010,26,1-5,GNB,NFL,16,15,1,0,0,10
109,Peyton Hillis,2010,24,7-227,CLE,NFL,16,14,1,0,0,10
110,Steven Jackson,2010,27,1-24,STL,NFL,16,16,1,1,0,10
111,Calvin Johnson,2010,25,1-2,DET,NFL,15,15,1,1,0,10
112,Derrick Johnson,2010,28,1-15,KAN,NFL,16,16,1,0,0,10
113,Brett Keisel,2010,32,7-242,PIT,NFL,11,11,1,1,0,10
114,James Laurinaitis,2010,24,2-35,STL,NFL,16,16,1,0,0,10
115,Robert Mathis,2010,29,5-138,IND,NFL,16,16,1,1,0,10
116,Quintin Mikell,2010,30,,PHI,NFL,15,15,1,0,0,10
117,Chris Myers,2010,29,6-200,HOU,NFL,16,16,1,0,0,10
118,Brian Orakpo,2010,24,1-13,WAS,NFL,15,15,1,1,0,10
119,Adrian Peterson,2010,25,1-7,MIN,NFL,15,15,1,1,0,10
120,Antrel Rolle,2010,28,1-8,NYG,NFL,16,16,1,1,0,10
121,Bart Scott,2010,30,,NYJ,NFL,16,16,1,0,0,10
122,Justin Smith,2010,31,1-4,SFO,NFL,16,16,1,1,0,10
123,Wade Smith,2010,29,3-78,HOU,NFL,16,16,1,0,0,10
124,Randy Starks,2010,27,3-71,MIA,NFL,16,16,1,1,0,10
125,Brian Waters,2010,33,,KAN,NFL,16,16,1,1,0,10
126,Kevin Williams,2010,30,1-9,MIN,NFL,16,16,1,1,0,10
127,Antoine Winfield,2010,33,1-23,MIN,NFL,16,16,1,1,0,10
128,Eric Winston,2010,27,3-66,HOU,NFL,16,16,1,0,0,10
129,Danny Woodhead,2010,25,,2TM,NFL,15,3,1,0,0,10
130,Desmond Bishop,2010,26,6-192,GNB,NFL,15,12,1,0,0,9
131,Sam Bradford,2010,23,1-1,STL,NFL,16,16,1,0,0,9
132,Kevin Burnett,2010,28,2-42,SDG,NFL,16,16,1,0,0,9
133,Jason Campbell,2010,29,1-25,OAK,NFL,13,12,1,0,0,9
134,Daryn Colledge,2010,28,2-47,GNB,NFL,16,16,1,0,0,9
135,Marques Colston,2010,27,7-252,NOR,NFL,15,11,1,0,0,9
136,Dan Connolly,2010,28,,NWE,NFL,14,13,1,0,0,9
137,Ryan Diem,2010,31,4-118,IND,NFL,16,16,1,0,0,9
138,Glenn Dorsey,2010,25,1-5,KAN,NFL,16,16,1,0,0,9
139,Ryan Fitzpatrick,2010,28,7-250,BUF,NFL,13,13,1,0,0,9
140,Dwight Freeney,2010,30,1-11,IND,NFL,16,16,1,1,0,9
141,Chad Greenway,2010,27,1-17,MIN,NFL,16,16,1,0,0,9
142,Tamba Hali,2010,27,1-20,KAN,NFL,16,16,1,0,0,9
143,Percy Harvin,2010,22,1-22,MIN,NFL,14,13,1,0,0,9
144,Geno Hayes,2010,23,6-175,TAM,NFL,16,16,1,0,0,9
145,Todd Herremans,2010,28,4-126,PHI,NFL,16,15,1,0,0,9
146,Charlie Johnson,2010,26,6-199,IND,NFL,15,15,1,0,0,9
147,Felix Jones,2010,23,1-22,DAL,NFL,16,7,1,0,0,9
148,Johnny Knox,2010,24,5-140,CHI,NFL,16,16,1,0,0,9
149,Chris Long,2010,25,1-2,STL,NFL,16,16,1,0,0,9
150,Jeremy Maclin,2010,22,1-19,PHI,NFL,16,16,1,0,0,9
151,Nick Mangold,2010,26,1-29,NYJ,NFL,16,16,1,1,1,9
152,Brad Meester,2010,33,2-60,JAX,NFL,16,16,1,0,0,9
153,Rashard Mendenhall,2010,23,1-23,PIT,NFL,16,16,1,0,0,9
154,Hakeem Nicks,2010,22,1-29,NYG,NFL,13,12,1,0,0,9
155,Uche Nwaneri,2010,26,5-149,JAX,NFL,16,16,1,0,0,9
156,B.J. Raji,2010,24,1-9,GNB,NFL,16,16,1,0,0,9
157,Fred Robbins,2010,33,2-55,STL,NFL,16,16,1,0,0,9
158,Ahtyba Rubin,2010,24,6-190,CLE,NFL,16,16,1,0,0,9
159,Mark Sanchez,2010,24,1-5,NYJ,NFL,16,16,1,0,0,9
160,Richard Seymour,2010,31,1-6,OAK,NFL,13,13,1,1,0,9
161,Josh Sitton,2010,24,4-135,GNB,NFL,16,16,1,0,0,9
162,Scott Wells,2010,29,7-251,GNB,NFL,16,16,1,0,0,9
163,Mike Williams,2010,23,4-101,TAM,NFL,16,16,1,0,0,9
164,Jason Witten,2010,28,3-69,DAL,NFL,16,16,1,1,1,9
165,Anthony Adams,2010,30,2-57,CHI,NFL,16,16,1,0,0,8
166,Flozell Adams,2010,35,2-38,PIT,NFL,16,16,1,0,0,8
167,James Anderson,2010,27,3-88,CAR,NFL,16,15,1,0,0,8
168,O.J. Atogwe,2010,29,3-66,STL,NFL,16,15,1,0,0,8
169,Jonathan Babineaux,2010,29,2-59,ATL,NFL,15,15,1,0,0,8
170,Jeff Backus,2010,33,1-18,DET,NFL,16,16,1,0,0,8
171,Sam Baker,2010,25,1-21,ATL,NFL,16,16,1,0,0,8
172,Jovan Belcher,2010,23,,KAN,NFL,16,15,1,0,0,8
173,Jahvid Best,2010,21,1-30,DET,NFL,16,9,1,0,0,8
174,Matt Birk,2010,34,6-173,BAL,NFL,16,16,1,0,0,8
175,Justin Blalock,2010,27,2-39,ATL,NFL,16,16,1,0,0,8
176,Anquan Boldin,2010,30,2-54,BAL,NFL,16,16,1,0,0,8
177,Kenny Britt,2010,22,1-30,TEN,NFL,12,7,1,0,0,8
178,Alex Brown,2010,31,4-104,NOR,NFL,16,16,1,0,0,8
179,Bryan Bulaga,2010,21,1-23,GNB,NFL,16,12,1,0,0,8
180,Jermon Bushrod,2010,26,4-125,NOR,NFL,16,16,1,0,0,8
181,Cooper Carlisle,2010,33,4-112,OAK,NFL,16,16,1,0,0,8
182,Adam Carriker,2010,26,1-13,WAS,NFL,16,16,1,0,0,8
183,Ryan Clady,2010,24,1-12,DEN,NFL,16,16,1,0,0,8
184,Barry Cofield,2010,26,4-124,NYG,NFL,16,16,1,0,0,8
185,Trent Cole,2010,28,5-146,PHI,NFL,15,15,1,0,0,8
186,Kenyon Coleman,2010,31,5-147,CLE,NFL,16,14,1,0,0,8
187,Marc Colombo,2010,32,1-29,DAL,NFL,15,15,1,0,0,8
188,Kyle Cook,2010,27,,CIN,NFL,16,16,1,0,0,8
189,Harvey Dahl,2010,29,,ATL,NFL,16,16,1,0,0,8
190,Leonard Davis,2010,32,1-2,DAL,NFL,16,16,1,0,0,8
191,Sedrick Ellis,2010,25,1-7,NOR,NFL,16,16,1,0,0,8
192,Bradley Fletcher,2010,24,3-66,STL,NFL,16,15,1,0,0,8
193,Jacoby Ford,2010,23,4-108,OAK,NFL,16,9,1,0,0,8
194,Doug Free,2010,26,4-122,DAL,NFL,16,16,1,0,0,8
195,Antonio Garay,2010,31,6-195,SDG,NFL,16,15,1,0,0,8
196,Pierre Garcon,2010,24,6-205,IND,NFL,14,14,1,0,0,8
197,Antonio Gates,2010,30,,SDG,NFL,10,10,1,1,0,8
198,Chris Gocong,2010,27,3-71,CLE,NFL,16,16,1,0,0,8
199,Tony Gonzalez,2010,34,1-13,ATL,NFL,16,16,1,1,0,8
200,Jonathan Goodwin,2010,32,5-154,NOR,NFL,16,16,1,0,0,8
201,Frank Gore,2010,27,3-65,SFO,NFL,11,11,1,0,0,8
202,Ben Grubbs,2010,26,1-29,BAL,NFL,16,16,1,0,0,8
203,Roman Harper,2010,28,2-43,NOR,NFL,15,15,1,1,0,8
204,Leroy Harris,2010,26,4-115,TEN,NFL,15,15,1,0,0,8
205,Matt Hasselbeck,2010,35,6-187,SEA,NFL,14,14,1,0,0,8
206,Aaron Hernandez,2010,21,4-113,NWE,NFL,14,7,1,0,0,8
207,Devin Hester,2010,28,2-57,CHI,NFL,16,13,1,1,1,8
208,Shaun Hill,2010,30,,DET,NFL,11,10,1,0,0,8
209,Michael Huff,2010,27,1-7,OAK,NFL,16,15,1,0,0,8
210,Israel Idonije,2010,30,,CHI,NFL,16,15,1,0,0,8
211,Brandon Jackson,2010,25,2-63,GNB,NFL,16,13,1,0,0,8
212,Charles Johnson,2010,24,3-83,CAR,NFL,16,16,1,0,0,8
213,Steve Johnson,2010,24,7-224,BUF,NFL,16,13,1,0,0,8
214,Dhani Jones,2010,32,6-177,CIN,NFL,16,16,1,0,0,8
215,Chris Kemoeatu,2010,27,6-204,PIT,NFL,15,15,1,0,0,8
216,Jon Kitna,2010,38,,DAL,NFL,10,9,1,0,0,8
217,Kendall Langford,2010,24,3-66,MIA,NFL,16,16,1,0,0,8
218,Marcedes Lewis,2010,26,1-28,JAX,NFL,16,16,1,1,0,8
219,Nate Livings,2010,28,,CIN,NFL,16,16,1,0,0,8
220,Curtis Lofton,2010,24,2-37,ATL,NFL,16,16,1,0,0,8
221,Alex Mack,2010,25,1-21,CLE,NFL,16,16,1,1,0,8
222,Mario Manningham,2010,24,3-95,NYG,NFL,16,8,1,0,0,8
223,Todd McClure,2010,33,7-237,ATL,NFL,16,16,1,0,0,8
224,Mike McGlynn,2010,25,4-109,PHI,NFL,16,14,1,0,0,8
225,Rocky McIntosh,2010,28,2-35,WAS,NFL,15,15,1,0,0,8
226,Kareem McKenzie,2010,31,3-79,NYG,NFL,16,16,1,0,0,8
227,Donovan McNabb,2010,34,1-2,WAS,NFL,13,13,1,0,0,8
228,Roy Miller,2010,23,3-81,TAM,NFL,16,16,1,0,0,8
229,Eugene Monroe,2010,23,1-8,JAX,NFL,15,15,1,0,0,8
230,Knowshon Moreno,2010,23,1-12,DEN,NFL,13,13,1,0,0,8
231,Michael Oher,2010,24,1-23,BAL,NFL,16,16,1,0,0,8
232,Terrell Owens,2010,37,3-89,CIN,NFL,14,11,1,0,0,8
233,Calvin Pace,2010,30,1-18,NYJ,NFL,12,11,1,0,0,8
234,Stephen Peterman,2010,28,3-83,DET,NFL,16,16,1,0,0,8
235,Mike Pollak,2010,25,2-59,IND,NFL,16,13,1,0,0,8
236,Dominic Raiola,2010,32,2-50,DET,NFL,16,16,1,0,0,8
237,Jay Ratliff,2010,29,7-224,DAL,NFL,16,16,1,1,0,8
238,Michael Roos,2010,28,2-41,TEN,NFL,16,16,1,0,0,8
239,Barrett Ruud,2010,27,2-36,TAM,NFL,16,16,1,0,0,8
240,Asante Samuel,2010,29,4-120,PHI,NFL,11,10,1,1,0,8
241,Jake Scott,2010,29,5-141,TEN,NFL,16,16,1,0,0,8
242,Rich Seubert,2010,31,,NYG,NFL,16,16,1,0,0,8
243,Rob Sims,2010,27,4-128,DET,NFL,16,16,1,0,0,8
244,Will Smith,2010,29,1-18,NOR,NFL,15,15,1,0,0,8
245,Takeo Spikes,2010,34,1-13,SFO,NFL,16,16,1,0,0,8
246,David Stewart,2010,28,4-113,TEN,NFL,16,16,1,0,0,8
247,Jon Stinchcomb,2010,31,2-37,NOR,NFL,16,16,1,0,0,8
248,Brandon Tate,2010,23,3-83,NWE,NFL,16,10,1,0,0,8
249,Jason Taylor,2010,36,3-73,NYJ,NFL,16,5,1,0,0,8
250,Bryan Thomas,2010,31,1-22,NYJ,NFL,16,12,1,0,0,8
251,Charles Tillman,2010,29,2-35,CHI,NFL,16,16,1,0,0,8
252,LaDainian Tomlinson,2010,31,1-5,NYJ,NFL,15,13,1,0,0,8
253,Stephen Tulloch,2010,25,4-116,TEN,NFL,16,16,1,0,0,8
254,J.D. Walton,2010,23,3-80,DEN,NFL,16,16,1,0,0,8
255,Andrew Whitworth,2010,29,2-55,CIN,NFL,16,16,1,0,0,8
256,Bobbie Williams,2010,34,2-61,CIN,NFL,16,16,1,0,0,8
257,Marshal Yanda,2010,26,3-86,BAL,NFL,16,16,1,0,0,8
258,Branden Albert,2010,26,1-15,KAN,NFL,15,15,1,0,0,7
259,Eugene Amano,2010,28,7-239,TEN,NFL,13,13,1,0,0,7
260,Remi Ayodele,2010,27,,NOR,NFL,16,16,1,0,0,7
261,David Baas,2010,29,2-33,SFO,NFL,16,16,1,0,0,7
262,Champ Bailey,2010,32,1-7,DEN,NFL,15,15,1,1,0,7
263,Ronde Barber,2010,35,3-66,TAM,NFL,16,16,1,0,0,7
264,Zane Beadles,2010,24,2-45,DEN,NFL,16,14,1,0,0,7
265,Demetress Bell,2010,26,7-219,BUF,NFL,16,16,1,0,0,7
266,Jacob Bell,2010,29,5-138,STL,NFL,16,16,1,0,0,7
267,Cedric Benson,2010,28,1-4,CIN,NFL,16,16,1,0,0,7
268,Kroy Biermann,2010,25,5-154,ATL,NFL,16,14,1,0,0,7
269,LeGarrette Blount,2010,24,,TAM,NFL,13,7,1,0,0,7
270,Michael Boley,2010,28,5-160,NYG,NFL,16,15,1,0,0,7
271,Duane Brown,2010,25,1-26,HOU,NFL,12,12,1,0,0,7
272,Jammal Brown,2010,29,1-13,WAS,NFL,15,14,1,0,0,7
273,Jason Brown,2010,27,4-124,STL,NFL,16,16,1,0,0,7
274,Dez Bryant,2010,22,1-24,DAL,NFL,12,2,1,0,0,7
275,Calais Campbell,2010,24,2-50,ARI,NFL,15,15,1,0,0,7
276,Chris Canty,2010,28,4-132,NYG,NFL,16,16,1,0,0,7
277,Brandon Carr,2010,24,5-140,KAN,NFL,16,16,1,0,0,7
278,Antoine Cason,2010,24,1-27,SDG,NFL,16,15,1,0,0,7
279,Luis Castillo,2010,27,1-28,SDG,NFL,16,16,1,0,0,7
280,Jacques Cesaire,2010,30,,SDG,NFL,16,16,1,0,0,7
281,Chris Chester,2010,27,2-56,BAL,NFL,14,14,1,0,0,7
282,Ryan Clark,2010,31,,PIT,NFL,16,15,1,0,0,7
283,Nate Clements,2010,31,1-21,SFO,NFL,16,16,1,0,0,7
284,Chris Clemons,2010,29,,SEA,NFL,16,16,1,0,0,7
285,Craig Dahl,2010,25,,STL,NFL,15,13,1,0,0,7
286,Karlos Dansby,2010,29,2-33,MIA,NFL,14,13,1,0,0,7
287,Anthony Davis,2010,21,1-11,SFO,NFL,16,16,1,0,0,7
288,Vernon Davis,2010,26,1-6,SFO,NFL,16,16,1,0,0,7
289,Kyle DeVan,2010,25,,IND,NFL,16,12,1,0,0,7
290,Braylon Edwards,2010,27,1-3,NYJ,NFL,16,15,1,0,0,7
291,Ray Edwards,2010,25,4-127,MIN,NFL,14,14,1,0,0,7
292,Ron Edwards,2010,31,3-76,KAN,NFL,16,15,1,0,0,7
293,Abram Elam,2010,29,,CLE,NFL,16,15,1,0,0,7
294,Larry Fitzgerald,2010,27,1-3,ARI,NFL,16,15,1,1,0,7
295,Brandon Flowers,2010,24,2-35,KAN,NFL,15,15,1,0,0,7
296,Malcom Floyd,2010,29,,SDG,NFL,11,9,1,0,0,7
297,Aubrayo Franklin,2010,30,5-146,SFO,NFL,16,16,1,0,0,7
298,Jabar Gaffney,2010,30,2-33,DEN,NFL,16,11,1,0,0,7
299,Robert Geathers,2010,27,4-117,CIN,NFL,16,16,1,0,0,7
300,Gary Gibson,2010,28,,STL,NFL,16,16,1,0,0,7
301,Jonathan Goff,2010,25,5-165,NYG,NFL,16,16,1,0,0,7
302,Adam Goldberg,2010,30,,STL,NFL,16,16,1,0,0,7
303,Dashon Goldson,2010,26,4-126,SFO,NFL,16,16,1,0,0,7
304,Kelly Gregg,2010,34,6-173,BAL,NFL,16,16,1,0,0,7
305,Rob Gronkowski,2010,21,2-42,NWE,NFL,16,11,1,0,0,7
306,Leon Hall,2010,26,1-18,CIN,NFL,16,16,1,0,0,7
307,Casey Hampton,2010,33,1-19,PIT,NFL,15,14,1,0,0,7
308,David Hawthorne,2010,25,,SEA,NFL,16,16,1,0,0,7
309,Chad Henne,2010,25,2-57,MIA,NFL,15,14,1,0,0,7
310,Lamarr Houston,2010,23,2-44,OAK,NFL,16,15,1,0,0,7
311,Mike Iupati,2010,23,1-17,SFO,NFL,16,16,1,0,0,7
312,Fred Jackson,2010,29,,BUF,NFL,16,13,1,0,0,7
313,Bradie James,2010,29,4-103,DAL,NFL,16,16,1,0,0,7
314,Quentin Jammer,2010,31,1-5,SDG,NFL,16,16,1,0,0,7
315,Chad Johnson,2010,32,2-36,CIN,NFL,14,12,1,0,0,7
316,Jarret Johnson,2010,29,4-109,BAL,NFL,16,16,1,0,0,7
317,Sean Jones,2010,28,2-59,TAM,NFL,16,16,1,0,0,7
318,Winston Justice,2010,26,2-39,PHI,NFL,13,13,1,0,0,7
319,Tommy Kelly,2010,30,,OAK,NFL,16,16,1,0,0,7
320,Kyle Kosier,2010,32,7-248,DAL,NFL,13,13,1,0,0,7
321,Olin Kreutz,2010,33,3-64,CHI,NFL,16,16,1,0,0,7
322,Chris Kuper,2010,28,5-161,DEN,NFL,15,15,1,0,0,7
323,Derek Landri,2010,27,5-166,CAR,NFL,16,16,1,0,0,7
324,Manny Lawson,2010,26,1-22,SFO,NFL,16,16,1,0,0,7
325,Paris Lenon,2010,33,,ARI,NFL,16,16,1,0,0,7
326,Andy Levitre,2010,24,2-51,BUF,NFL,16,16,1,0,0,7
327,Ryan Lilja,2010,29,,KAN,NFL,15,15,1,0,0,7
328,Phil Loadholt,2010,24,2-54,MIN,NFL,16,16,1,0,0,7
329,Sean Locklear,2010,29,3-84,SEA,NFL,16,15,1,0,0,7
330,Brandon Marshall,2010,26,4-119,MIA,NFL,14,14,1,0,0,7
331,Derrick Mason,2010,36,4-98,BAL,NFL,16,15,1,0,0,7
332,Rey Maualuga,2010,23,2-38,CIN,NFL,16,15,1,0,0,7
333,Jameel McClain,2010,25,,BAL,NFL,16,15,1,0,0,7
334,Rolando McClain,2010,21,1-8,OAK,NFL,15,15,1,0,0,7
335,Bryant McFadden,2010,29,2-62,PIT,NFL,16,16,1,0,0,7
336,Bryant McKinnie,2010,31,1-7,MIN,NFL,16,16,1,0,0,7
337,Marcus McNeill,2010,27,2-50,SDG,NFL,11,11,1,0,0,7
338,Lance Moore,2010,27,,NOR,NFL,16,1,1,0,0,7
339,William Moore,2010,25,2-55,ATL,NFL,16,15,1,0,0,7
340,Santana Moss,2010,31,1-16,WAS,NFL,16,16,1,0,0,7
341,Frank Omiyale,2010,28,5-163,CHI,NFL,16,16,1,0,0,7
342,Domata Peko,2010,26,4-123,CIN,NFL,16,16,1,0,0,7
343,Corey Peters,2010,22,3-83,ATL,NFL,16,15,1,0,0,7
344,Mike Peterson,2010,34,2-36,ATL,NFL,16,13,1,0,0,7
345,Ryan Pickett,2010,31,1-29,GNB,NFL,14,12,1,0,0,7
346,Chilo Rachal,2010,24,2-39,SFO,NFL,15,14,1,0,0,7
347,Kerry Rhodes,2010,28,4-123,ARI,NFL,16,16,1,0,0,7
348,Barry Richardson,2010,24,6-170,KAN,NFL,16,16,1,0,0,7
349,Matt Roth,2010,28,2-46,CLE,NFL,16,16,1,0,0,7
350,Rodger Saffold,2010,22,2-33,STL,NFL,16,16,1,0,0,7
351,Samson Satele,2010,26,2-60,OAK,NFL,16,15,1,0,0,7
352,Scott Shanle,2010,31,7-251,NOR,NFL,14,14,1,0,0,7
353,Paul Soliai,2010,27,4-108,MIA,NFL,16,14,1,0,0,7
354,Shawntae Spencer,2010,28,2-58,SFO,NFL,16,16,1,0,0,7
355,Darren Sproles,2010,27,4-130,SDG,NFL,16,3,1,0,0,7
356,Lofa Tatupu,2010,28,2-45,SEA,NFL,16,16,1,0,0,7
